name;female;birthdate;birthplace;link
Phil Lyne;False;;[];https://en.wikipedia.org/wiki/Phil_Lyne
Larry Mahan;False;;[];https://en.wikipedia.org/wiki/Larry_Mahan
Jean-Pierre Léaud;False;28/5/1944;['Paris', ', France'];https://en.wikipedia.org/wiki/Jean-Pierre_L%C3%A9aud
Tatum O'Neal;True;5/11/1963;['Los Angeles, California, U.S.'];https://en.wikipedia.org/wiki/Tatum_O%27Neal
Timothy Bottoms;False;30/8/1951;['Santa Barbara, California', ', U.S.'];https://en.wikipedia.org/wiki/Timothy_Bottoms
Lindsay Wagner;True;22/6/1949;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Lindsay_Wagner
Dani (singer);True;1/10/1944;['Castres', ', ', 'France'];https://en.wikipedia.org/wiki/Dani_(singer)
Hildegarde Neil;True;29/7/1939;['London', ', England'];https://en.wikipedia.org/wiki/Hildegarde_Neil
Madeline Kahn;True;29/9/1942;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Madeline_Kahn
Ingrid Thulin;True;27/1/1926;['Sollefteå', ', ', 'Sweden'];https://en.wikipedia.org/wiki/Ingrid_Thulin
Lee J. Cobb;False;8/12/1911;['The Bronx', ', New York, U.S.'];https://en.wikipedia.org/wiki/Lee_J._Cobb
Robert Earl Jones;False;3/2/1910;['Tate County, Mississippi', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Earl_Jones
Viveca Lindfors;True;29/12/1920;['Uppsala', ', Sweden'];https://en.wikipedia.org/wiki/Viveca_Lindfors
George Segal;False;13/2/1934;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/George_Segal
Ernest Borgnine;False;24/1/1917;['Hamden, Connecticut', ', U.S.'];https://en.wikipedia.org/wiki/Ernest_Borgnine
Red Buttons;False;5/2/1919;['Manhattan, New York City', ', U.S.'];https://en.wikipedia.org/wiki/Red_Buttons
Helmut Griem;False;6/4/1932;['Hamburg', ', Germany'];https://en.wikipedia.org/wiki/Helmut_Griem
Glenda Jackson;True;9/5/1936;[];https://en.wikipedia.org/wiki/Glenda_Jackson
Carol Lynley;True;13/2/1942;['New York City, U.S.'];https://en.wikipedia.org/wiki/Carol_Lynley
Eileen Heckart;True;29/3/1919;['Columbus, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Eileen_Heckart
Richard S. Castellano;False;4/9/1933;['Queens', ', ', 'New York City', ', New York, U.S.'];https://en.wikipedia.org/wiki/Richard_Castellano
Kari Sylwan;True;15/10/1940;['Stockholm', ', ', 'Stockholms län', ', ', 'Sweden'];https://en.wikipedia.org/wiki/Kari_Sylwan
Fritz Wepper;False;17/8/1941;['Munich', ', ', 'Germany'];https://en.wikipedia.org/wiki/Fritz_Wepper
Shelley Winters;True;18/8/1920;['St. Louis, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Shelley_Winters
Roddy McDowall;False;17/9/1928;['Herne Hill', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Roddy_McDowall
John Marley;False;17/10/1907;['New York City, U.S.'];https://en.wikipedia.org/wiki/John_Marley
Joel Grey;False;11/4/1932;['Cleveland, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Joel_Grey
Stella Stevens;True;1/10/1938;['Yazoo City, Mississippi', ', U.S.'];https://en.wikipedia.org/wiki/Stella_Stevens
Richard Conte;False;24/3/1910;['Jersey City, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Conte
Delphine Seyrig;True;10/4/1932;['Beirut, Lebanon'];https://en.wikipedia.org/wiki/Delphine_Seyrig
Cindy Williams;True;22/8/1947;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Cindy_Williams
Jack Albertson;False;16/6/1907;['Malden, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Jack_Albertson
Robert Flemyng;False;3/1/1912;['Liverpool', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Robert_Flemyng
Sydney Chaplin (American actor);False;30/3/1926;['Beverly Hills, California', ', U.S.'];https://en.wikipedia.org/wiki/Sydney_Chaplin_(American_actor)
Diana Quick;True;23/11/1946;['London', ', England'];https://en.wikipedia.org/wiki/Diana_Quick
Pamela Sue Martin;True;5/1/1953;['Westport, Connecticut', ', U.S.'];https://en.wikipedia.org/wiki/Pamela_Sue_Martin
Nigel Bruce;False;1895-02-04;['Ensenada, Baja California', ', Mexico'];https://en.wikipedia.org/wiki/Nigel_Bruce
Bulle Ogier;True;9/8/1939;['Boulogne-Billancourt', ', ', 'France'];https://en.wikipedia.org/wiki/Bulle_Ogier
José Luis López Vázquez;False;11/3/1922;['Madrid', ', ', 'Spain'];https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_L%C3%B3pez_V%C3%A1zquez
Arthur O'Connell;False;29/3/1908;['New York City', ', NY, U.S.'];https://en.wikipedia.org/wiki/Arthur_O%27Connell
Norman Lloyd;False;8/11/1914;['Jersey City, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Norman_Lloyd
Julien Bertheau;False;;[];https://en.wikipedia.org/wiki/Julien_Bertheau
Eric Shea;False;14/2/1960;['Los Angeles County, California', ', United States'];https://en.wikipedia.org/wiki/Eric_Shea
Leslie Nielsen;False;11/2/1926;['Regina, Saskatchewan', ', Canada'];https://en.wikipedia.org/wiki/Leslie_Nielsen
Milena Vukotic;True;23/4/1935;['Rome', ', ', 'Italy'];https://en.wikipedia.org/wiki/Milena_Vukotic
Buster Keaton;False;1895-10-04;['Piqua, Kansas', ', U.S.'];https://en.wikipedia.org/wiki/Buster_Keaton
Marjorie Bennett;True;1896-01-15;['York', ', Australia'];https://en.wikipedia.org/wiki/Marjorie_Bennett
André Eglevsky;False;21/12/1917;['Moscow', ', ', 'Russia'];https://en.wikipedia.org/wiki/Andr%C3%A9_Eglevsky
Norma Crane;True;10/11/1928;['New York City, New York, U.S.'];https://en.wikipedia.org/wiki/Norma_Crane
Chaim Topol;False;9/9/1935;['Tel Aviv', ', ', 'Mandatory Palestine', '(now ', 'Israel', ')'];https://en.wikipedia.org/wiki/Chaim_Topol
Melissa Hayden (dancer);True;;['Toronto', ', ', 'Ontario', ', Canada'];https://en.wikipedia.org/wiki/Melissa_Hayden_(dancer)
Tony Lo Bianco;False;19/10/1936;['Brooklyn', ', ', 'New York City', ', U.S.'];https://en.wikipedia.org/wiki/Tony_Lo_Bianco
Leonard Frey;False;4/9/1938;['Brooklyn', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Leonard_Frey
Marcel Bozzuffi;False;;['Rennes', ', ', 'Ille-et-Vilaine', ', France'];https://en.wikipedia.org/wiki/Marcel_Bozzuffi
Molly Picon;True;1898-02-28;['New York City, US'];https://en.wikipedia.org/wiki/Molly_Picon
Paul Mann;False;2/12/1913;['Toronto', ', ', 'Ontario', ', Canada'];https://en.wikipedia.org/wiki/Paul_Mann
Joan Sims;True;9/5/1930;['Laindon', ', ', 'Essex', ', England'];https://en.wikipedia.org/wiki/Joan_Sims
Ricardo Montalbán;False;25/11/1920;['Mexico City', ', ', 'Mexico'];https://en.wikipedia.org/wiki/Ricardo_Montalb%C3%A1n
Michael Hordern;False;;[];https://en.wikipedia.org/wiki/Michael_Hordern
Gary Grimes;False;2/6/1955;['San Francisco', ', ', 'California', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Gary_Grimes
Jennifer O'Neill;True;20/2/1948;['Rio de Janeiro', ', Brazil'];https://en.wikipedia.org/wiki/Jennifer_O%27Neill
John Ericson;False;25/9/1926;['Düsseldorf', ', ', 'Free State of Prussia', ', Germany'];https://en.wikipedia.org/wiki/John_Ericson
Orson Welles;False;6/5/1915;['Kenosha, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/Orson_Welles
David Tomlinson;False;7/5/1917;['Henley-on-Thames', ', ', 'Oxfordshire', ', England'];https://en.wikipedia.org/wiki/David_Tomlinson
Jerry Houser;False;14/7/1952;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Jerry_Houser
Cindy O'Callaghan;True;18/10/1956;['Ireland'];https://en.wikipedia.org/wiki/Cindy_O%27Callaghan
Dominique Sanda;True;11/3/1951;['Paris', ', France'];https://en.wikipedia.org/wiki/Dominique_Sanda
Helmut Berger;False;29/5/1944;['Bad Ischl', ', ', 'Alpine and Danube Reichsgaue', '(present-day Bad Ischl, ', 'Austria', ')'];https://en.wikipedia.org/wiki/Helmut_Berger
Lino Capolicchio;False;21/8/1943;['Merano', ', ', 'Italy'];https://en.wikipedia.org/wiki/Lino_Capolicchio
Barnard Hughes;False;16/7/1915;['Bedford Hills, New York', ', U.S.'];https://en.wikipedia.org/wiki/Barnard_Hughes
Fabio Testi;False;2/8/1941;['Peschiera del Garda', ', Italy'];https://en.wikipedia.org/wiki/Fabio_Testi
Romolo Valli;False;7/2/1925;['Reggio Emilia, Italy'];https://en.wikipedia.org/wiki/Romolo_Valli
Moses Gunn;False;2/10/1929;['St. Louis, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Moses_Gunn
Charles Cioffi;False;31/10/1935;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Charles_Cioffi
Janet Suzman;True;9/2/1939;['Johannesburg', ', South Africa'];https://en.wikipedia.org/wiki/Janet_Suzman
Michael Jayston;False;29/10/1935;['Nottingham', ', England'];https://en.wikipedia.org/wiki/Michael_Jayston
Stephen Elliott (actor);False;27/11/1918;['New York City, U.S.'];https://en.wikipedia.org/wiki/Stephen_Elliott_(actor)
Don Harron;False;19/9/1924;[];https://en.wikipedia.org/wiki/Donald_Harron
Lawrence Pressman;False;10/7/1939;['Cynthiana, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Lawrence_Pressman
Robert Mitchum;False;6/8/1917;['Bridgeport, Connecticut', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Mitchum
Nancy Marchand;True;19/6/1928;['Buffalo, New York', ', U.S.'];https://en.wikipedia.org/wiki/Nancy_Marchand
Ben Johnson (actor);False;13/6/1918;['Foraker, Oklahoma', ', U.S.'];https://en.wikipedia.org/wiki/Ben_Johnson_(actor)
Christopher Jones (actor);False;18/8/1941;['Jackson, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Christopher_Jones_(actor)
Cloris Leachman;True;30/4/1926;['Des Moines, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/Cloris_Leachman
Harry Andrews;False;10/11/1911;['Tonbridge', ', ', 'Kent', ', England'];https://en.wikipedia.org/wiki/Harry_Andrews
Cybill Shepherd;True;18/2/1950;['Memphis, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Cybill_Shepherd
Irene Worth;True;23/6/1916;['Fairbury, Nebraska', ', U.S.'];https://en.wikipedia.org/wiki/Irene_Worth
Leo McKern;False;16/3/1920;['Sydney', ', ', 'New South Wales', ', Australia'];https://en.wikipedia.org/wiki/Leo_McKern
Jack Hawkins;False;14/9/1910;['Wood Green', ', ', 'Middlesex', ', England'];https://en.wikipedia.org/wiki/Jack_Hawkins
Dean Martin;False;7/6/1917;['Steubenville, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Dean_Martin
Ali MacGraw;True;1/4/1939;['Pound Ridge, New York', ', U.S.'];https://en.wikipedia.org/wiki/Ali_MacGraw
Burt Lancaster;False;2/11/1913;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Burt_Lancaster
Sarah Miles;True;31/12/1941;['Ingatestone', ', Essex, England'];https://en.wikipedia.org/wiki/Sarah_Miles
Jean Seberg;True;13/11/1938;['Marshalltown, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/Jean_Seberg
So Yamamura;False;24/2/1910;['Tenri', ', Japan'];https://en.wikipedia.org/wiki/So_Yamamura
Karl Malden;False;22/3/1912;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Karl_Malden
Ray Milland;False;3/1/1907;['Neath', ', ', 'Glamorgan', ', Wales'];https://en.wikipedia.org/wiki/Ray_Milland
Helen Hayes;True;10/10/1900;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Helen_Hayes
Tatsuya Mihashi;False;2/11/1923;['Tokyo', ', ', 'Japan'];https://en.wikipedia.org/wiki/Tatsuya_Mihashi
Van Heflin;False;13/12/1908;['Walters, Oklahoma', ', U.S.'];https://en.wikipedia.org/wiki/Van_Heflin
Joseph Cotten;False;15/5/1905;['Petersburg, Virginia', ', U.S.'];https://en.wikipedia.org/wiki/Joseph_Cotten
Bonnie Bedelia;True;25/3/1948;['New York City, U.S.'];https://en.wikipedia.org/wiki/Bonnie_Bedelia
Bea Arthur;True;13/5/1922;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Beatrice_Arthur
E. G. Marshall;False;18/6/1914;['Owatonna, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/E._G._Marshall
Barry Nelson;False;16/4/1917;['San Francisco', ', ', 'California', ', U.S'];https://en.wikipedia.org/wiki/Barry_Nelson_(actor)
James Whitmore;False;1/10/1921;['White Plains, New York', ', U.S.'];https://en.wikipedia.org/wiki/James_Whitmore
René Auberjonois;False;1/6/1940;['New York City, U.S.'];https://en.wikipedia.org/wiki/Ren%C3%A9_Auberjonois
Richard S. Castellano;False;4/9/1933;['Queens', ', ', 'New York City', ', New York, U.S.'];https://en.wikipedia.org/wiki/Richard_S._Castellano
Eleanor Bron;True;14/3/1938;['Stanmore', ', ', 'Middlesex', ', England'];https://en.wikipedia.org/wiki/Eleanor_Bron
Takahiro Tamura;False;31/8/1928;['Kyoto', ', Japan'];https://en.wikipedia.org/wiki/Takahiro_Tamura
Bob Dishy;False;;['Brooklyn, New York', ', U.S.'];https://en.wikipedia.org/wiki/Bob_Dishy
Florinda Bolkan;True;15/2/1941;['Uruburetama', ', ', 'Ceará', ', ', 'Brazil'];https://en.wikipedia.org/wiki/Florinda_Bolkan
Gian Maria Volonté;False;9/4/1933;['Milan', ', Italy'];https://en.wikipedia.org/wiki/Gian_Maria_Volont%C3%A9
Roger Bowen;False;25/5/1932;['Providence, Rhode Island', ', U.S.'];https://en.wikipedia.org/wiki/Roger_Bowen
Michael Brandon;False;20/4/1945;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Michael_Brandon
Jennie Linden;True;8/12/1939;['Worthing', ', ', 'Sussex', ', England'];https://en.wikipedia.org/wiki/Jennie_Linden
Robert Morley;False;26/5/1908;['Semley', ', ', 'Wiltshire', ', England'];https://en.wikipedia.org/wiki/Robert_Morley
Barbara Hale;True;18/4/1922;['DeKalb, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Barbara_Hale
Marian Hailey-Moss;True;1/2/1941;['Portland, Oregon', ', U.S.'];https://en.wikipedia.org/wiki/Marian_Hailey-Moss
Eijirō Tōno;False;17/9/1907;['Tomioka', ', ', 'Gunma', ', Japan'];https://en.wikipedia.org/wiki/Eijir%C5%8D_T%C5%8Dno
Dana Wynter;True;8/6/1931;['Berlin', ', Germany'];https://en.wikipedia.org/wiki/Dana_Wynter
Harry Guardino;False;23/12/1925;['New York City, U.S.'];https://en.wikipedia.org/wiki/Harry_Guardino
Geoffrey Keen;False;21/8/1916;['Wallingford', ',  England, UK'];https://en.wikipedia.org/wiki/Geoffrey_Keen
Nigel Stock (actor);False;;['Malta'];https://en.wikipedia.org/wiki/Nigel_Stock_(actor)
Kristin Nelson;True;25/6/1945;['Burbank, California'];https://en.wikipedia.org/wiki/Kristin_Nelson
Johnny Crawford;False;26/3/1946;['Los Angeles', ', California, U.S.'];https://en.wikipedia.org/wiki/Johnny_Crawford
Anne Jackson;True;3/9/1925;['Millvale, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Anne_Jackson
Katharine Ross;True;29/1/1940;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Katharine_Ross
Brenda Vaccaro;True;18/11/1939;['Brooklyn, New York', ', U.S.'];https://en.wikipedia.org/wiki/Brenda_Vaccaro
Tom Baker;False;20/1/1934;['Vauxhall, Liverpool', ', England'];https://en.wikipedia.org/wiki/Tom_Baker
Alastair Sim;False;9/10/1900;['Edinburgh', ', Scotland'];https://en.wikipedia.org/wiki/Alastair_Sim
Paul Frankeur;False;29/6/1905;['Paris'];https://en.wikipedia.org/wiki/Paul_Frankeur
The Beatles;False;;[];https://en.wikipedia.org/wiki/The_Beatles
Fernando Rey;False;20/9/1917;['A Coruña', ', ', 'Galicia', ', Spain'];https://en.wikipedia.org/wiki/Fernando_Rey
Jeff Corey;False;10/8/1914;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Jeff_Corey
Ruth White (actress);True;24/4/1914;['Perth Amboy, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Ruth_White_(actress)
Michael Crawford;False;19/1/1942;['Salisbury', ', ', 'Wiltshire', ', England'];https://en.wikipedia.org/wiki/Michael_Crawford
Strother Martin;False;26/3/1919;['Kokomo, Indiana', ', U.S.'];https://en.wikipedia.org/wiki/Strother_Martin
John McGiver;False;5/11/1913;['Manhattan, New York City', ', U.S.'];https://en.wikipedia.org/wiki/John_McGiver
Yves Montand;False;13/10/1921;['Monsummano Terme', ', ', 'Tuscany', ', Italy'];https://en.wikipedia.org/wiki/Yves_Montand
Irene Papas;True;3/9/1929;['Chiliomodi', ', ', 'Corinthia', ', ', 'Greece'];https://en.wikipedia.org/wiki/Irene_Papas
Henry Jones (actor);False;1/8/1912;['New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Henry_Jones_(actor)
Sylvia Miles;True;9/9/1924;['New York City, U.S.'];https://en.wikipedia.org/wiki/Sylvia_Miles
Louis Armstrong;False;4/8/1901;['New Orleans, Louisiana', ', U.S.'];https://en.wikipedia.org/wiki/Louis_Armstrong
John Colicos;False;10/12/1928;['Toronto, Ontario', ', Canada'];https://en.wikipedia.org/wiki/John_Colicos
Michael Sarrazin;False;22/5/1940;['Quebec City, Quebec', ', Canada'];https://en.wikipedia.org/wiki/Michael_Sarrazin
David Janssen;False;27/3/1931;['Naponee, Nebraska', ', U.S.'];https://en.wikipedia.org/wiki/David_Janssen
Anthony Quayle;False;7/9/1913;['Ainsdale', ',', '[1]', ' ', 'Southport', ', ', 'Lancashire', ',', '[2]', ' England'];https://en.wikipedia.org/wiki/Anthony_Quayle
Richard Crenna;False;30/11/1926;['Los Angeles, California, U.S.'];https://en.wikipedia.org/wiki/Richard_Crenna
Jean-Louis Trintignant;False;11/12/1930;['Piolenc', ', France'];https://en.wikipedia.org/wiki/Jean-Louis_Trintignant
Pamela Franklin;True;3/2/1950;['Yokohama', ', Japan'];https://en.wikipedia.org/wiki/Pamela_Franklin
James Franciscus;False;31/1/1934;['Clayton, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/James_Franciscus
Robert Stephens;False;14/7/1931;['Bristol', ', England'];https://en.wikipedia.org/wiki/Robert_Stephens
Gordon Jackson (actor);False;19/12/1923;['Glasgow', ', Scotland'];https://en.wikipedia.org/wiki/Gordon_Jackson_(actor)
Celia Johnson;True;18/12/1908;['Richmond', ', ', 'Surrey', ', England'];https://en.wikipedia.org/wiki/Celia_Johnson
Richard Burton;False;10/11/1925;['Pontrhydyfen', ', Wales'];https://en.wikipedia.org/wiki/Richard_Burton
Sterling Hayden;False;26/3/1916;['Upper Montclair, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Sterling_Hayden
Glen Campbell;False;22/4/1936;['Delight, Arkansas', ', U.S.'];https://en.wikipedia.org/wiki/Glen_Campbell
John Wayne;False;26/5/1907;['Winterset, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/John_Wayne
Edward Albert;False;20/2/1951;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Edward_Albert
Kim Darby;True;8/7/1947;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Kim_Darby
Ron Moody;False;8/1/1924;['Tottenham', ', ', 'Middlesex', ', England'];https://en.wikipedia.org/wiki/Ron_Moody
Richard Bakalyan;False;29/1/1931;['Watertown, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Bakalyan
Ruth Buzzi;True;24/7/1936;['Westerly, Rhode Island', ', U.S.'];https://en.wikipedia.org/wiki/Ruth_Buzzi
Harriet Andersson;True;14/2/1932;['Stockholm', ', Sweden'];https://en.wikipedia.org/wiki/Harriet_Andersson
Shani Wallis;True;14/4/1933;['Tottenham', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Shani_Wallis
Leonard Whiting;False;30/6/1950;['London', ', England'];https://en.wikipedia.org/wiki/Leonard_Whiting
Harry Secombe;False;8/9/1921;['St Thomas, Swansea', ', Wales'];https://en.wikipedia.org/wiki/Harry_Secombe
Jean-Pierre Cassel;False;27/10/1932;['13th Arrondissement, Paris', ', ', 'France'];https://en.wikipedia.org/wiki/Jean-Pierre_Cassel
Mark Lester;False;11/7/1958;['Oxford', ', England'];https://en.wikipedia.org/wiki/Mark_Lester
Milo O'Shea;False;2/6/1926;['Dublin', ', Ireland'];https://en.wikipedia.org/wiki/Milo_O%27Shea
John Fiedler;False;3/2/1925;['Platteville, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/John_Fiedler
Jack Wild;False;30/9/1952;['Royton', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Jack_Wild
Nigel Terry;False;15/8/1945;['Bristol', ', England'];https://en.wikipedia.org/wiki/Nigel_Terry
Omar Sharif;False;10/4/1932;['Alexandria', ', ', 'Kingdom of Egypt'];https://en.wikipedia.org/wiki/Omar_Sharif
John McEnery;False;1/11/1943;['Birmingham', ', England'];https://en.wikipedia.org/wiki/John_McEnery
Timothy Dalton;False;21/3/1946;['Colwyn Bay', ', ', 'Denbighshire', ', Wales'];https://en.wikipedia.org/wiki/Timothy_Dalton
Natasha Parry;True;2/12/1930;['London, England'];https://en.wikipedia.org/wiki/Natasha_Parry
Anne Francis;True;16/9/1930;['Ossining, New York', ', U.S.'];https://en.wikipedia.org/wiki/Anne_Francis
Kay Medford;True;14/9/1919;['New York City, U.S.'];https://en.wikipedia.org/wiki/Kay_Medford
Gary Lockwood;False;21/2/1937;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Gary_Lockwood
Pat Heywood;True;1/8/1931;['Gretna Green', ', Scotland, United Kingdom'];https://en.wikipedia.org/wiki/Pat_Heywood
Simon Oakland;False;28/8/1915;['Brooklyn', ', New York, U.S.'];https://en.wikipedia.org/wiki/Simon_Oakland
Patricia Neal;True;20/1/1926;['Packard, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Patricia_Neal
Ruth Gordon;True;1896-10-30;['Quincy, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Ruth_Gordon
Dick Shawn;False;1/12/1923;['Buffalo, New York', ', U.S.'];https://en.wikipedia.org/wiki/Dick_Shawn
Walter Pidgeon;False;1897-09-23;['Saint John, New Brunswick', ', Canada'];https://en.wikipedia.org/wiki/Walter_Pidgeon
